genes,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_symbols
ENSDARG00000069852,48.4262981,0.06985533,0.368221247,0.18971021,0.84953622,0.919614627,lipt2
ENSDARG00000103193,30.90976388,0.078009851,0.411218546,0.189704116,0.849540995,0.919614627,CR394535.1
ENSDARG00000093804,1.487450059,0.322959613,1.710346058,0.188827057,0.850228365,0.919770828,sst6
ENSDARG00000116915,4.295148123,0.224539332,1.188309253,0.188956984,0.850126531,0.919770828,si:ch211-133h13.1
ENSDARG00000097208,8.429907717,0.170461603,0.899729968,0.189458625,0.84973338,0.919770828,alkbh3
ENSDARG00000104523,9.093044748,0.157652277,0.835081009,0.188786806,0.850259913,0.919770828,CU138542.2
ENSDARG00000079860,128.0800769,0.049512021,0.261821312,0.189106154,0.850009618,0.919770828,ppp1r16b
ENSDARG00000099685,134.3747656,0.039965241,0.211723106,0.18876183,0.850279489,0.919770828,gnb5a
ENSDARG00000104418,185.0883919,0.037400506,0.198283446,0.188621424,0.85038954,0.919770828,BX248318.1
ENSDARG00000012914,588.522521,0.024646342,0.130235881,0.189243865,0.849901689,0.919770828,arhgef4
ENSDARG00000038094,413.6430482,-0.027569871,0.146118224,-0.188681946,0.850342103,0.919770828,clec16a
ENSDARG00000011672,217.663594,-0.036139746,0.191577116,-0.188643335,0.850372366,0.919770828,sema3b
ENSDARG00000037030,526.4945606,-0.040292491,0.212936938,-0.189222646,0.849918319,0.919770828,casz1
ENSDARG00000099395,57.01779015,-0.05745919,0.30350052,-0.189321554,0.849840803,0.919770828,cables1
ENSDARG00000101490,29.58828025,-0.079890269,0.422394464,-0.189136638,0.849985727,0.919770828,si:ch73-281i18.6
ENSDARG00000104186,31.89855963,-0.073795082,0.391298597,-0.188590202,0.850414012,0.919770828,fbxo43
ENSDARG00000116210,28.58771337,-0.082077326,0.433659273,-0.189266853,0.849883673,0.919770828,CABZ01102038.1
ENSDARG00000076872,4.626822653,-0.205176927,1.087486837,-0.188670722,0.8503509,0.919770828,MPP4
ENSDARG00000092404,5.289514141,-0.179962364,0.953296781,-0.188778948,0.850266072,0.919770828,si:dkey-79p17.3
ENSDARG00000081638,4.957483535,0.194122253,1.03018128,0.188435042,0.850535632,0.919856001,dre-mir-10c
ENSDARG00000102571,4929.248301,-0.014923648,0.079314106,-0.188158818,0.850752154,0.920043797,metap2b
ENSDARG00000116480,1.487918399,-0.321570239,1.710276271,-0.188022394,0.850859096,0.920113075,RF00001
ENSDARG00000071233,33.54760593,0.072353808,0.38496516,0.187948977,0.850916649,0.920128939,zgc:158254
ENSDARG00000061011,11.73400429,0.123307129,0.656423444,0.18784693,0.850996646,0.920164914,hlfb
ENSDARG00000104949,75.0356369,0.051890318,0.276453219,0.187700177,0.851111691,0.920164914,slc27a1b
ENSDARG00000052494,241.8030482,0.030562154,0.162835127,0.187687723,0.851121455,0.920164914,pcdh18b
ENSDARG00000035506,4.957822872,-0.191403104,1.019261711,-0.187786024,0.851044392,0.920164914,entpd2a.1
ENSDARG00000103386,1.487343762,-0.320869146,1.710378855,-0.187601212,0.851189276,0.920191873,CR407701.1
ENSDARG00000019451,34.37137083,-0.081875967,0.436722323,-0.187478319,0.851285621,0.920249664,pcsk2
ENSDARG00000091111,555.8190804,-0.023865293,0.127348458,-0.187401506,0.851345842,0.920268399,si:ch211-15b10.6
ENSDARG00000054641,12.39499016,0.116577136,0.622715095,0.187207821,0.851497693,0.920306241,tent5ab
ENSDARG00000054127,1.486794057,-0.320191967,1.710476995,-0.187194547,0.8515081,0.920306241,slc26a6l
ENSDARG00000082918,1.486796281,-0.320188781,1.710476543,-0.187192734,0.851509521,0.920306241,dre-mir-10b-2
ENSDARG00000104878,4.62969674,0.206835178,1.105674482,0.187066973,0.851608123,0.920320096,RF00277
ENSDARG00000102071,7.438317272,0.193845348,1.036006829,0.187108176,0.851575818,0.920320096,slc25a47b
ENSDARG00000105242,4.95824421,0.193971022,1.03852335,0.186775793,0.851836428,0.920484061,BX088547.1
ENSDARG00000074740,151.5587718,0.041926673,0.22457322,0.186694893,0.851899861,0.920484061,arhgap18
ENSDARG00000051746,277.319056,0.028642182,0.153458022,0.186645062,0.851938933,0.920484061,ada2a
ENSDARG00000059400,495.4712936,-0.023922173,0.128091322,-0.186758736,0.851849802,0.920484061,tmem167b
ENSDARG00000094388,206.9150951,-0.031135353,0.166856211,-0.186599904,0.851974342,0.920484061,celsr2
ENSDARG00000043479,6.773446587,-0.209748321,1.124799467,-0.186476191,0.852071348,0.920542516,opn8c
ENSDARG00000019181,42427.28104,0.013241648,0.071087641,0.186272161,0.852231338,0.920622656,rpsa
ENSDARG00000042529,11.07045335,-0.127832223,0.686139241,-0.186306533,0.852204385,0.920622656,gnat2
ENSDARG00000076781,503.4316922,0.02754295,0.147914841,0.186208157,0.852281527,0.920630524,trim45
ENSDARG00000098051,9.092326825,-0.157188202,0.846050277,-0.185790615,0.852608964,0.920937858,opn6b
ENSDARG00000056862,332.3563904,-0.026169243,0.140964182,-0.185644626,0.852723455,0.92101516,cep63
ENSDARG00000099961,20.82206102,0.092890327,0.500737431,0.185507056,0.852831346,0.921025546,bnip3
ENSDARG00000042876,1457.866245,-0.020882138,0.112624729,-0.185413441,0.852904767,0.921025546,abracl
ENSDARG00000035256,30.06785151,-0.093249869,0.50281203,-0.185456719,0.852870825,0.921025546,eef2l2
ENSDARG00000069627,4.956136142,-0.190960609,1.029822733,-0.185430563,0.852891338,0.921025546,si:ch211-255g12.8
ENSDARG00000043816,5.618361889,0.171275591,0.925443194,0.185074126,0.853170895,0.921266564,st6galnac1.2
ENSDARG00000071017,20.82113241,-0.090262878,0.488309782,-0.184847572,0.853348593,0.921412076,nt5e
ENSDARG00000027016,1035.045093,-0.023232236,0.125995939,-0.184388766,0.853708482,0.921754285,gbf1
ENSDARG00000110453,5.617881116,-0.168488613,0.915975371,-0.183944479,0.854057011,0.922084194,RF00001
ENSDARG00000063249,453.8737687,0.030317123,0.165048954,0.183685644,0.854260072,0.922257025,mrpl9
ENSDARG00000086162,12.06464069,-0.117552757,0.640358631,-0.183573315,0.854348199,0.922305761,znf385d
ENSDARG00000092225,181.3148212,0.035184297,0.191789063,0.183453092,0.854442521,0.92236118,si:dkeyp-13a3.10
ENSDARG00000044565,4267.997641,-0.014587145,0.079584782,-0.183290635,0.854569982,0.922442693,ola1
ENSDARG00000011533,1502.352482,-0.02824238,0.154121701,-0.183247262,0.854604013,0.922442693,sema6dl
ENSDARG00000062477,4.626906594,0.207735072,1.134138216,0.183165569,0.854668109,0.922444355,kiaa1549la
ENSDARG00000005626,49.08317315,0.069080957,0.377211821,0.183135715,0.854691533,0.922444355,si:ch211-133l11.10
ENSDARG00000057032,13.38701428,0.108065817,0.5908633,0.182894787,0.854880574,0.922601975,ppm1nb
ENSDARG00000010957,65.61568924,0.05192325,0.284235287,0.182677001,0.855051463,0.922739027,mpp2b
ENSDARG00000018022,163.9351615,0.036211329,0.198343762,0.182568531,0.855136578,0.922739027,msh2
ENSDARG00000057296,11.73359372,-0.120696557,0.661030505,-0.182588483,0.855120922,0.922739027,cbln1
ENSDARG00000019707,335.3254712,0.025335427,0.138898447,0.182402522,0.855266847,0.922833186,spout1
ENSDARG00000112572,193.2069524,0.033160775,0.181863725,0.18233859,0.855317016,0.922840912,CR293507.1
ENSDARG00000045947,132.717913,0.047748972,0.262253111,0.182072092,0.85552615,0.923020143,hrc
ENSDARG00000111235,23.46795153,0.082412703,0.453399825,0.181766066,0.855766316,0.923208365,nrsn1
ENSDARG00000010442,200.3160493,-0.032360106,0.178057009,-0.181740144,0.85578666,0.923208365,rnf11a
ENSDARG00000030632,4.956334261,0.194663795,1.072237457,0.181549146,0.855936561,0.923230824,ccdc3b
ENSDARG00000074745,2509.650735,0.016489723,0.090786088,0.181632708,0.855870979,0.923230824,zmp:0000000760
ENSDARG00000054814,98.00134919,-0.042670475,0.234977959,-0.18159352,0.855901735,0.923230824,si:ch211-251p5.5
ENSDARG00000004880,98.31536038,-0.051784828,0.285405792,-0.181442808,0.85602002,0.923274433,acsm3
ENSDARG00000099123,6.279887858,0.153282251,0.845310732,0.181332433,0.85610665,0.923280442,hist1h2a4
ENSDARG00000101185,30.24155236,0.080310403,0.442906014,0.181326062,0.85611165,0.923280442,CABZ01095001.1
ENSDARG00000079869,13.38592889,0.108167723,0.596995509,0.181186829,0.856220932,0.923320938,si:ch211-218o21.4
ENSDARG00000094410,99.989919,0.043989535,0.242826896,0.181155943,0.856245175,0.923320938,si:dkey-4c15.14
ENSDARG00000074782,3.633913409,-0.260726905,1.439575454,-0.181113748,0.856278294,0.923320938,adgrg3
ENSDARG00000112898,171.2187166,-0.032318164,0.178515235,-0.18103869,0.856337208,0.923338064,st3gal2
ENSDARG00000031680,315.487505,0.02988137,0.165283791,0.180788266,0.856533773,0.923468986,ercc1
ENSDARG00000038028,978.9083963,-0.018892508,0.104540501,-0.18071951,0.856587744,0.923468986,ndufa6
ENSDARG00000101020,20.48968442,-0.091713846,0.507408743,-0.180749439,0.856564251,0.923468986,KHDRBS3
ENSDARG00000099619,490.1780022,-0.022212872,0.123011208,-0.180575999,0.856700396,0.923497634,CABZ01083166.1
ENSDARG00000021579,362.9322537,-0.025183189,0.139431477,-0.180613369,0.856671061,0.923497634,orc5
ENSDARG00000099298,1059.71548,0.017290454,0.095874576,0.18034452,0.856882107,0.923554318,xrcc5
ENSDARG00000014522,2219.138979,-0.018122397,0.100458519,-0.18039682,0.85684105,0.923554318,cdh6
ENSDARG00000088807,50.24166139,-0.055840896,0.309461257,-0.180445515,0.856802825,0.923554318,klhl22
ENSDARG00000005679,321.9435258,0.024824398,0.137814287,0.18012935,0.857051022,0.923689978,trip10a
ENSDARG00000078095,415.9877388,-0.025258599,0.140516316,-0.179755627,0.857344421,0.923959781,cipcb
ENSDARG00000107989,5.618197872,0.171231745,0.954304824,0.179430871,0.857599393,0.924182343,FAM163B
ENSDARG00000059951,5.290212789,0.18107003,1.009405347,0.179382871,0.85763708,0.924182343,pld6
ENSDARG00000081252,20.82449903,-0.090718539,0.50635329,-0.17916056,0.857811631,0.924324018,dre-mir-16b
ENSDARG00000036092,113.5462863,0.038790202,0.216658594,0.179038371,0.857907572,0.924380977,sdhaf3
ENSDARG00000095518,4.956405417,-0.190802664,1.066328529,-0.17893422,0.857989353,0.924422673,BX323839.1
ENSDARG00000108372,13.38807006,0.107970593,0.604039208,0.178747657,0.858135847,0.924487667,LO017648.1
ENSDARG00000099837,28.92205753,0.083461678,0.466913361,0.178751959,0.858132469,0.924487667,si:dkey-199m13.7
ENSDARG00000037845,3200.598464,0.015435983,0.086438853,0.178576911,0.858269926,0.924585691,col9a3
ENSDARG00000095805,1.487886705,0.322718495,1.809753547,0.178321792,0.858470266,0.924708659,si:dkey-16n15.6
ENSDARG00000077643,302.6058021,-0.025681584,0.144000822,-0.178343318,0.858453362,0.924708659,lypd6b
ENSDARG00000057743,18.51137872,-0.102136679,0.573004273,-0.178247674,0.858528471,0.924724933,si:dkey-10f21.4
ENSDARG00000086283,70.89703023,0.048319458,0.271184876,0.178179028,0.858582379,0.924736578,cnsta
ENSDARG00000012269,4.294472676,0.224818916,1.266891414,0.177457132,0.859149335,0.924743781,clcn1b
ENSDARG00000097265,5.289108463,0.181554133,1.021683948,0.177700876,0.858957897,0.924743781,CR847898.2
ENSDARG00000101885,13.05368214,0.111153392,0.624598213,0.17795983,0.858754523,0.924743781,si:dkey-20i20.11
ENSDARG00000090577,5.290220591,0.180825998,1.018111166,0.177609287,0.859029831,0.924743781,si:ch211-261n11.3
ENSDARG00000086980,525.8802493,0.02654802,0.14925203,0.17787376,0.858822119,0.924743781,mbd6
ENSDARG00000078640,674.4734166,0.02016039,0.113218727,0.178065856,0.858671256,0.924743781,fam117aa
ENSDARG00000045913,462.0952751,-0.021611447,0.121376349,-0.178053197,0.858681198,0.924743781,mrps10
ENSDARG00000090871,150.8956691,-0.033712019,0.189958975,-0.177469998,0.85913923,0.924743781,si:dkey-210j14.4
ENSDARG00000112528,1.487907046,-0.32158979,1.809771032,-0.177696396,0.858961416,0.924743781,hist1h4l
ENSDARG00000044600,1.487627745,-0.321242399,1.809828873,-0.17749877,0.859116631,0.924743781,plppr2b
ENSDARG00000076796,8.42452326,-0.167998782,0.945232028,-0.17773285,0.858932785,0.924743781,dlg3
ENSDARG00000104787,1.487553637,-0.321354282,1.809845634,-0.177558945,0.859069369,0.924743781,si:dkey-28k24.2
ENSDARG00000092576,1.487558085,-0.321347565,1.809844628,-0.177555333,0.859072206,0.924743781,BX927388.1
ENSDARG00000095682,1.487283232,-0.320993409,1.809901495,-0.177354077,0.859230277,0.924784513,BX537103.1
ENSDARG00000112961,1.487352892,-0.320888242,1.809885736,-0.177297515,0.859274703,0.924785941,LO017848.1
ENSDARG00000078433,545.5723144,-0.020811222,0.117557713,-0.17702983,0.859484958,0.924965832,spc25
ENSDARG00000061110,12.72665939,-0.111403764,0.629596896,-0.176944589,0.859551914,0.924991495,zbtb44
ENSDARG00000063049,281.7983715,0.026400514,0.149467538,0.176630421,0.859798697,0.925210664,thtpa
ENSDARG00000092045,1.486900353,0.323797418,1.835419791,0.176416,0.859967135,0.925318758,si:dkey-225k4.1
ENSDARG00000045541,658.6079795,0.022052404,0.125018763,0.176392754,0.859985397,0.925318758,gcc1
ENSDARG00000045074,6.279682432,0.153409742,0.870389929,0.176254041,0.860094367,0.925343202,arl4d
ENSDARG00000027612,321.9375981,0.02781243,0.157792797,0.176259185,0.860090326,0.925343202,gatad1
ENSDARG00000076294,239.0089953,-0.035109683,0.199276373,-0.176185877,0.860147916,0.925354416,klb
ENSDARG00000021991,2484.095169,-0.017035856,0.096794176,-0.176000835,0.860293286,0.925421411,erlin1
ENSDARG00000094760,137.3494485,-0.03723098,0.2115685,-0.17597601,0.86031279,0.925421411,si:dkey-125i10.3
ENSDARG00000061421,13.05480295,-0.108330808,0.615719166,-0.175941913,0.860339577,0.925421411,FQ311928.1
ENSDARG00000105562,1.487724912,0.322536071,1.835230884,0.175746863,0.860492817,0.925496191,si:dkey-23i12.7
ENSDARG00000039264,1.487720464,0.322530287,1.835231819,0.175743622,0.860495363,0.925496191,igfbp5a
ENSDARG00000099109,1102.178644,0.058622944,0.334125057,0.175452104,0.860724403,0.925565252,CU929444.1
ENSDARG00000087193,164.7821969,0.032833794,0.187207275,0.175387384,0.860775253,0.925565252,prrg2
ENSDARG00000036942,1470.940173,0.02498303,0.142431923,0.175403305,0.860762744,0.925565252,gpd1c
ENSDARG00000037172,148.2524344,-0.034381647,0.195952454,-0.175459128,0.860718884,0.925565252,ddrgk1
ENSDARG00000039265,30.9009899,-0.07583401,0.431875962,-0.175592107,0.860614404,0.925565252,arhgap4a
ENSDARG00000095867,1.487839843,-0.321731838,1.835229446,-0.175308782,0.860837012,0.925585276,si:ch73-132k15.2
ENSDARG00000082738,1.487960812,0.322809891,1.846077309,0.174862607,0.861187593,0.925895568,dre-let-7i
ENSDARG00000053027,1.487341538,-0.320874305,1.835332802,-0.174831673,0.8612119,0.925895568,si:dkey-33i11.1
ENSDARG00000074120,96.33623427,0.055966295,0.320578122,0.174579271,0.861410238,0.926031665,usp2b
ENSDARG00000041083,1.488553566,-0.322233964,1.845970494,-0.174560734,0.861424805,0.926031665,anpepa
ENSDARG00000042337,730.3515087,-0.019212286,0.110157742,-0.174407044,0.861545579,0.926115099,chrac1
ENSDARG00000043332,13.71676111,-0.103086696,0.591705833,-0.174219503,0.861692959,0.926180725,prkcz
ENSDARG00000096307,5.61952356,-0.169077017,0.97028445,-0.174255104,0.861664981,0.926180725,CACNA1I
ENSDARG00000062561,81.96899586,0.047824725,0.274896914,0.173973307,0.86188644,0.926295885,adck1
ENSDARG00000035433,340.607558,-0.025415785,0.146062876,-0.174005782,0.861860918,0.926295885,arpc5lb
ENSDARG00000068400,26.11288992,0.07417563,0.426616697,0.173869495,0.861968027,0.926337171,znf131
ENSDARG00000103665,699.8911216,-0.021312841,0.122657936,-0.173758357,0.862055373,0.926384641,brpf1
ENSDARG00000079373,6.278909909,-0.150615575,0.867345228,-0.173651241,0.862139559,0.926428712,fosl1b
ENSDARG00000101600,5.617540155,-0.168182594,0.968897503,-0.173581409,0.862194444,0.926441293,BX640576.1
ENSDARG00000019135,57.84486075,0.050540027,0.291626589,0.173303907,0.862412553,0.926629251,ankef1a
ENSDARG00000062873,1.818047693,0.264116018,1.525262464,0.173161029,0.862524855,0.92665711,slc2a11l
ENSDARG00000094399,1.486521428,-0.31978965,1.846405524,-0.173195783,0.862497539,0.92665711,si:dkey-78k11.4
ENSDARG00000103490,299.7833306,0.026670892,0.154136811,0.173033888,0.86262479,0.92667168,dpysl4
ENSDARG00000062352,342.0877667,-0.026650403,0.153994507,-0.173060735,0.862603688,0.92667168,sema4ab
ENSDARG00000009342,3835.675088,-0.017356224,0.100369653,-0.172923024,0.862711934,0.926718897,txndc5
ENSDARG00000099996,962.9038738,-0.019808259,0.114769554,-0.17259158,0.862972471,0.926952358,rhot1a
ENSDARG00000045560,35.69706354,-0.078783646,0.458050339,-0.171997789,0.863439267,0.927407336,mybpc1
ENSDARG00000101497,5.289293146,-0.179851718,1.046605764,-0.17184285,0.863561077,0.927491742,znf1047
ENSDARG00000110909,1.817869513,-0.262004352,1.525294956,-0.171772909,0.863616064,0.927504374,zgc:173552
ENSDARG00000102363,45.94520373,-0.06129335,0.357089106,-0.171647213,0.863714888,0.927564081,si:ch73-138e16.4
ENSDARG00000076277,5.618053209,0.171408236,0.999756401,0.171450001,0.863869942,0.927590185,CR385050.1
ENSDARG00000090581,512.3514116,0.023374635,0.136384204,0.171388137,0.863918582,0.927590185,wdr4
ENSDARG00000003216,967.3904376,0.022102025,0.128832862,0.171555798,0.86378676,0.927590185,anxa2a
ENSDARG00000062795,1128.989226,-0.016286518,0.095053034,-0.17134138,0.863955345,0.927590185,abcb7
ENSDARG00000053375,29.24624535,-0.079957341,0.466644245,-0.171345392,0.86395219,0.927590185,nptxrb
ENSDARG00000086892,6.281315304,0.153000547,0.893921539,0.171156573,0.864100653,0.927699776,erfl1
ENSDARG00000042557,92.55135183,-0.040110658,0.23468761,-0.170910847,0.864293867,0.927860785,rnf144ab
ENSDARG00000055994,1.81776371,0.264449059,1.547800532,0.170854741,0.864337985,0.927861724,v2rh1
ENSDARG00000034605,49.58401342,-0.056781971,0.332479385,-0.170783435,0.864394055,0.927875493,zgc:153169
ENSDARG00000001891,6.940366946,0.138920205,0.814145489,0.170633144,0.864512235,0.927882187,syt14b
ENSDARG00000030614,210.2272909,0.028299562,0.165872311,0.170610524,0.864530022,0.927882187,syt1a
ENSDARG00000056720,1045.364192,0.01699045,0.099580963,0.170619461,0.864522995,0.927882187,utp3
ENSDARG00000012450,1557.057654,0.016032987,0.09405164,0.170470039,0.864640495,0.927954339,vmp1
ENSDARG00000083158,1.818608752,0.263467053,1.547703614,0.170230948,0.864828514,0.928109704,RF01277
ENSDARG00000089852,6.610532847,-0.14335593,0.843303289,-0.169993325,0.865015386,0.928263823,si:dkey-51d8.1
ENSDARG00000104223,298.472233,-0.02756907,0.162501215,-0.169654548,0.865281821,0.928503303,lmbrd1
ENSDARG00000105434,6.940369171,0.138922609,0.819136529,0.169596403,0.865327552,0.92850594,GRXCR1
ENSDARG00000103435,1051.453377,-0.017066084,0.100718566,-0.169443282,0.865447981,0.928588726,sorbs1
ENSDARG00000111211,1.817670992,-0.26163608,1.547820484,-0.169035158,0.865768987,0.928755225,AL844518.1
ENSDARG00000093235,216.6653868,0.02977713,0.176169076,0.169025865,0.865776297,0.928755225,TST
ENSDARG00000101035,1.817583306,-0.261712992,1.547830443,-0.16908376,0.865730758,0.928755225,CU655870.1
ENSDARG00000074728,25.78391926,-0.073029576,0.431757556,-0.169144872,0.865682691,0.928755225,mfsd9
ENSDARG00000070573,1873.378227,0.016071387,0.095165888,0.168877604,0.865892916,0.92883389,mapk3
ENSDARG00000022615,9.09000262,0.158776955,0.940600392,0.168803836,0.865950941,0.928849697,si:ch211-241e1.3
ENSDARG00000036775,64.29568287,-0.050994953,0.3022445,-0.168720864,0.866016207,0.928873269,dtd2
ENSDARG00000104549,74.38099807,0.052125857,0.309274628,0.168542298,0.86615667,0.928977491,arhgap44
ENSDARG00000103293,5.61859666,0.171608768,1.019763679,0.168282879,0.866360743,0.929114022,CR931813.1
ENSDARG00000062208,22.80789239,0.084764561,0.503905057,0.16821534,0.866413873,0.929114022,prrt1
ENSDARG00000029331,70.06672071,-0.053209984,0.316281804,-0.168235994,0.866397625,0.929114022,atxn7l3
ENSDARG00000098588,14.04740592,0.103097072,0.613432337,0.168065924,0.866531417,0.929193634,gchfr
