GENE	SYMBOL	GE
ENSDARG00000056859	spx	Gene Expression
ENSDARG00000104270	si:dkey-56m15.7	Gene Expression
ENSDARG00000096078	BX649516.3	Gene Expression
ENSDARG00000098426	si:dkey-56m15.8	Gene Expression
ENSDARG00000099384	si:dkey-238k10.1	Gene Expression
ENSDARG00000116763	BX649516.5	Gene Expression
ENSDARG00000096986	si:dkey-14d8.22	Gene Expression
ENSDARG00000100669	si:dkey-61p9.9	Gene Expression
ENSDARG00000078014	pacsin2	Gene Expression
ENSDARG00000098167	si:dkey-176f19.4	Gene Expression
ENSDARG00000057921	ccdc136b	Gene Expression
ENSDARG00000100961	zgc:174653	Gene Expression
ENSDARG00000101463	si:dkey-176f19.1	Gene Expression
ENSDARG00000103348	si:dkey-176f19.7	Gene Expression
ENSDARG00000098758	znf1125	Gene Expression
ENSDARG00000098677	zgc:174180	Gene Expression
ENSDARG00000008398	cacna1c	Gene Expression
ENSDARG00000104038	znf1023	Gene Expression
ENSDARG00000114908	znf1089	Gene Expression
ENSDARG00000090778	ttll1	Gene Expression
ENSDARG00000002952	smo	Gene Expression
ENSDARG00000022187	usp6nl	Gene Expression
ENSDARG00000073963	si:ch211-258f14.2	Gene Expression
ENSDARG00000022165	mgst1.2	Gene Expression
ENSDARG00000032618	mgst1.1	Gene Expression
ENSDARG00000079143	si:ch73-278m9.1	Gene Expression
ENSDARG00000015278	plxnc1	Gene Expression
ENSDARG00000102878	mapre3b	Gene Expression
ENSDARG00000045528	fgd6	Gene Expression
ENSDARG00000115564	si:ch211-271g18.4	Gene Expression
ENSDARG00000069607	zgc:162331	Gene Expression
ENSDARG00000099277	znf1039	Gene Expression
ENSDARG00000101623	znf1109	Gene Expression
ENSDARG00000100386	si:dkey-61p9.9	Gene Expression
ENSDARG00000111046	znf1116	Gene Expression
ENSDARG00000101483	CT027586.1	Gene Expression
ENSDARG00000102256	si:dkey-157e10.6	Gene Expression
ENSDARG00000101165	si:dkey-157e10.8	Gene Expression
ENSDARG00000103536	BX546503.1	Gene Expression
ENSDARG00000101997	si:dkey-191j3.2	Gene Expression
ENSDARG00000057714	cmah	Gene Expression
ENSDARG00000098193	znf998	Gene Expression
ENSDARG00000099152	si:dkey-190j3.2	Gene Expression
ENSDARG00000002131	celf2	Gene Expression
ENSDARG00000025576	mkln1	Gene Expression
ENSDARG00000045601	cax1	Gene Expression
ENSDARG00000063149	tmtc1	Gene Expression
ENSDARG00000100099	si:dkey-238o14.1	Gene Expression
ENSDARG00000028192	cradd	Gene Expression
ENSDARG00000090769	si:dkey-51d8.6	Gene Expression
ENSDARG00000098452	si:dkey-151g22.1	Gene Expression
ENSDARG00000005897	dera	Gene Expression
ENSDARG00000045835	si:dkey-14d8.6	Gene Expression
ENSDARG00000045224	glipr1a	Gene Expression
ENSDARG00000059311	dpysl5b	Gene Expression
ENSDARG00000007764	klhdc10	Gene Expression
ENSDARG00000045834	si:dkey-14d8.7	Gene Expression
ENSDARG00000116216	znf1046	Gene Expression
ENSDARG00000045836	mapk11	Gene Expression
ENSDARG00000104681	si:dkeyp-87d1.1	Gene Expression
ENSDARG00000092677	coa6	Gene Expression
ENSDARG00000006409	mapk12b	Gene Expression
ENSDARG00000020871	ptprz1b	Gene Expression
ENSDARG00000093254	znf569l	Gene Expression
ENSDARG00000096074	BX649516.2	Gene Expression
ENSDARG00000096217	si:dkey-51d8.9	Gene Expression
ENSDARG00000096107	BX649516.4	Gene Expression
ENSDARG00000059053	slc13a4	Gene Expression
ENSDARG00000011246	krr1	Gene Expression
ENSDARG00000103031	znf1029	Gene Expression
ENSDARG00000019644	ldhba	Gene Expression
ENSDARG00000096012	znf1115	Gene Expression
ENSDARG00000088861	znf1021	Gene Expression
ENSDARG00000045557	socs2	Gene Expression
ENSDARG00000117096	znf1138	Gene Expression
ENSDARG00000097434	BX649398.2	Gene Expression
ENSDARG00000096041	si:ch211-162i8.2	Gene Expression
ENSDARG00000009252	napepld	Gene Expression
ENSDARG00000045555	sco2	Gene Expression
ENSDARG00000098430	znf1078	Gene Expression
ENSDARG00000033757	ncaph2	Gene Expression
ENSDARG00000105304	CR762475.4	Gene Expression
ENSDARG00000032799	kcnd2	Gene Expression
ENSDARG00000053127	helb	Gene Expression
ENSDARG00000096823	BX571796.1	Gene Expression
ENSDARG00000062651	zc3hc1	Gene Expression
ENSDARG00000099670	znf1074	Gene Expression
ENSDARG00000045898	si:ch211-152c2.3	Gene Expression
ENSDARG00000100214	si:dkey-247i3.6	Gene Expression
ENSDARG00000017386	sobpb	Gene Expression
ENSDARG00000075215	vezt	Gene Expression
ENSDARG00000111716	si:ch211-162i8.5	Gene Expression
ENSDARG00000027424	slc25a3a	Gene Expression
ENSDARG00000090033	si:dkey-16p6.1	Gene Expression
ENSDARG00000073965	si:dkey-202b22.5	Gene Expression
ENSDARG00000011764	ints13	Gene Expression
ENSDARG00000053709	si:ch73-89b15.3	Gene Expression
ENSDARG00000087168	si:ch211-162i8.4	Gene Expression
ENSDARG00000016538	zgc:55888	Gene Expression
ENSDARG00000016526	gata3	Gene Expression
ENSDARG00000096194	BX649518.1	Gene Expression
ENSDARG00000109749	si:ch211-162i8.7	Gene Expression
ENSDARG00000045552	si:dkey-202b22.6	Gene Expression
ENSDARG00000087699	si:dkey-256i11.3	Gene Expression
ENSDARG00000032389	tspan12	Gene Expression
ENSDARG00000096084	si:dkey-256i11.6	Gene Expression
ENSDARG00000045694	prickle1b	Gene Expression
ENSDARG00000070441	zdhhc17	Gene Expression
ENSDARG00000093713	si:dkey-256i11.2	Gene Expression
ENSDARG00000000019	ube2h	Gene Expression
ENSDARG00000031228	podxl	Gene Expression
ENSDARG00000097579	CT573048.1	Gene Expression
ENSDARG00000069261	metap2a	Gene Expression
ENSDARG00000096098	BX649399.1	Gene Expression
ENSDARG00000006060	crybg1b	Gene Expression
ENSDARG00000045513	taf3	Gene Expression
ENSDARG00000114893	znf1038	Gene Expression
ENSDARG00000098878	BX927164.1	Gene Expression
ENSDARG00000007315	tmpoa	Gene Expression
ENSDARG00000101695	si:dkey-26m3.3	Gene Expression
ENSDARG00000034326	ing3	Gene Expression
ENSDARG00000104925	si:dkey-26m3.2	Gene Expression
ENSDARG00000101598	si:ch211-215p11.1	Gene Expression
ENSDARG00000025859	lmf2b	Gene Expression
ENSDARG00000101450	si:ch211-215p11.3	Gene Expression
ENSDARG00000101689	si:dkey-16p6.1	Gene Expression
ENSDARG00000113022	si:ch211-207e19.15	Gene Expression
ENSDARG00000093427	BX465862.2	Gene Expression
ENSDARG00000104893	si:ch211-207e19.2	Gene Expression
ENSDARG00000096099	BX465862.3	Gene Expression
ENSDARG00000102455	znf1133	Gene Expression
ENSDARG00000101312	si:dkey-31n13.4	Gene Expression
ENSDARG00000101351	si:dkey-16p6.1	Gene Expression
ENSDARG00000053136	b2m	Gene Expression
ENSDARG00000110323	znf986	Gene Expression
ENSDARG00000099926	si:dkey-26m3.1	Gene Expression
ENSDARG00000045514	atp5f1c	Gene Expression
ENSDARG00000045485	rassf8b	Gene Expression
ENSDARG00000095980	CU469420.3	Gene Expression
ENSDARG00000053131	irak3	Gene Expression
ENSDARG00000007405	strap	Gene Expression
ENSDARG00000005547	rint1	Gene Expression
ENSDARG00000105079	BX649411.2	Gene Expression
ENSDARG00000097326	BX957270.1	Gene Expression
ENSDARG00000100959	si:dkey-3p4.7	Gene Expression
ENSDARG00000006029	lta4h	Gene Expression
ENSDARG00000096149	CU469420.4	Gene Expression
ENSDARG00000100896	znf973	Gene Expression
ENSDARG00000111731	znf972	Gene Expression
ENSDARG00000070535	ripply2	Gene Expression
ENSDARG00000101254	BX649411.1	Gene Expression
ENSDARG00000097195	BX649398.1	Gene Expression
ENSDARG00000029018	cdkn1ba	Gene Expression
ENSDARG00000058042	kitlgb	Gene Expression
ENSDARG00000011961	csrp2	Gene Expression
ENSDARG00000092083	BX899181.1	Gene Expression
ENSDARG00000000018	nrf1	Gene Expression
ENSDARG00000098221	st8sia1	Gene Expression
ENSDARG00000094299	BX649350.1	Gene Expression
ENSDARG00000045747	cped1	Gene Expression
ENSDARG00000088044	si:ch73-139j3.4	Gene Expression
ENSDARG00000109403	si:dkey-234l24.1	Gene Expression
ENSDARG00000073766	tnni1d	Gene Expression
ENSDARG00000095705	ENSDARG00000095705	Gene Expression
ENSDARG00000091327	si:ch73-134f24.1	Gene Expression
ENSDARG00000099845	zgc:174275	Gene Expression
ENSDARG00000113738	si:dkey-234l24.7	Gene Expression
ENSDARG00000098585	si:ch211-237a4.2	Gene Expression
ENSDARG00000103405	znf1102	Gene Expression
ENSDARG00000098179	si:dkeyp-86c4.1	Gene Expression
ENSDARG00000005476	nav3	Gene Expression
ENSDARG00000098530	si:dkey-106c17.2	Gene Expression
ENSDARG00000104476	si:dkey-41c6.3	Gene Expression
ENSDARG00000078749	b4galnt3a	Gene Expression
ENSDARG00000013789	sim1b	Gene Expression
ENSDARG00000005891	cyb5r3	Gene Expression
ENSDARG00000097023	CR786571.3	Gene Expression
ENSDARG00000093588	si:dkey-234l24.8	Gene Expression
ENSDARG00000097419	CR786571.4	Gene Expression
ENSDARG00000091656	lsm8	Gene Expression
ENSDARG00000092341	AL590150.2	Gene Expression
ENSDARG00000098958	znf1100	Gene Expression
ENSDARG00000069912	hmga2	Gene Expression
ENSDARG00000045516	itih2	Gene Expression
ENSDARG00000034700	vegfab	Gene Expression
ENSDARG00000008986	e2f7	Gene Expression
ENSDARG00000105570	crestin	Gene Expression
ENSDARG00000019328	plxna4	Gene Expression
ENSDARG00000104932	si:ch211-261d9.1	Gene Expression
ENSDARG00000045515	kin	Gene Expression
ENSDARG00000101968	si:ch211-227p7.1	Gene Expression
ENSDARG00000031777	pparaa	Gene Expression
ENSDARG00000102475	si:dkey-3p4.1	Gene Expression
ENSDARG00000099444	znf1122	Gene Expression
ENSDARG00000099850	iqsec3a	Gene Expression
ENSDARG00000103946	si:dkey-124l13.1	Gene Expression
ENSDARG00000098986	znf1040	Gene Expression
ENSDARG00000099046	si:ch211-227p7.5	Gene Expression
ENSDARG00000094973	wnt16	Gene Expression
ENSDARG00000030614	syt1a	Gene Expression
ENSDARG00000113769	znf1139	Gene Expression
ENSDARG00000103119	si:dkeyp-33c10.7	Gene Expression
ENSDARG00000063054	shank3b	Gene Expression
ENSDARG00000063255	btbd11a	Gene Expression
ENSDARG00000045658	msrb3	Gene Expression
ENSDARG00000094457	BX005210.1	Gene Expression
ENSDARG00000104018	mtpn	Gene Expression
ENSDARG00000113660	si:ch211-196f19.1	Gene Expression
ENSDARG00000114124	si:dkey-3p4.8	Gene Expression
ENSDARG00000024465	mrps18a	Gene Expression
ENSDARG00000103417	si:dkey-269o24.6	Gene Expression
ENSDARG00000022858	wnt7ba	Gene Expression
ENSDARG00000101688	si:dkey-207l24.2	Gene Expression
ENSDARG00000041205	slc6a1l	Gene Expression
ENSDARG00000104704	si:ch211-271g18.1	Gene Expression
ENSDARG00000098612	chrm2a	Gene Expression
ENSDARG00000100341	si:ch211-196h24.2	Gene Expression
ENSDARG00000102157	si:ch211-117i20.2	Gene Expression
ENSDARG00000008439	atxn10	Gene Expression
ENSDARG00000069780	pus7l	Gene Expression
ENSDARG00000098928	si:ch211-196h24.1	Gene Expression
ENSDARG00000095106	si:dkey-28k24.2	Gene Expression
ENSDARG00000008235	cog5	Gene Expression
ENSDARG00000112648	si:dkeyp-82b4.2	Gene Expression
ENSDARG00000101245	znf1063	Gene Expression
ENSDARG00000004592	gpr22a	Gene Expression
ENSDARG00000116992	znf1051	Gene Expression
ENSDARG00000113548	si:dkeyp-82b4.4	Gene Expression
ENSDARG00000092000	znf1020	Gene Expression
ENSDARG00000094597	CR383662.2	Gene Expression
ENSDARG00000100865	si:dkey-269o24.1	Gene Expression
ENSDARG00000045748	stab2	Gene Expression
ENSDARG00000102340	ptn	Gene Expression
ENSDARG00000101137	znf999	Gene Expression
ENSDARG00000045486	pawr	Gene Expression
ENSDARG00000029071	creld2	Gene Expression
ENSDARG00000017355	rsph9	Gene Expression
ENSDARG00000096172	znf1113	Gene Expression
ENSDARG00000075501	cdnf	Gene Expression
ENSDARG00000103400	si:ch211-161m3.1	Gene Expression
ENSDARG00000100653	si:dkeyp-82b4.6	Gene Expression
ENSDARG00000087645	znf1064	Gene Expression
ENSDARG00000101760	znf1016	Gene Expression
ENSDARG00000034717	def6c	Gene Expression
ENSDARG00000039346	ndufa5	Gene Expression
ENSDARG00000100777	si:ch211-238e22.7	Gene Expression
ENSDARG00000093041	si:ch211-234c11.2	Gene Expression
ENSDARG00000093615	si:ch211-234c11.3	Gene Expression
ENSDARG00000094443	znf1036	Gene Expression
ENSDARG00000100229	si:ch211-238e22.5	Gene Expression
ENSDARG00000069431	slc26a4	Gene Expression
ENSDARG00000112450	si:ch211-238e22.2	Gene Expression
ENSDARG00000094500	si:ch211-238e22.4	Gene Expression
ENSDARG00000096014	znf1146	Gene Expression
ENSDARG00000115628	CR293532.1	Gene Expression
ENSDARG00000031956	tmem63a	Gene Expression
ENSDARG00000116117	si:dkey-40n15.1	Gene Expression
ENSDARG00000010784	ppp1r12a	Gene Expression
ENSDARG00000019420	etnk1	Gene Expression
ENSDARG00000104804	si:ch211-238e22.8	Gene Expression
ENSDARG00000098987	znf1071	Gene Expression
ENSDARG00000096215	CR293502.1	Gene Expression
ENSDARG00000101223	si:ch211-229l10.11	Gene Expression
ENSDARG00000109844	BX901962.2	Gene Expression
ENSDARG00000112541	znf1093	Gene Expression
ENSDARG00000041199	alg12	Gene Expression
ENSDARG00000058030	hspa14	Gene Expression
ENSDARG00000086130	si:ch211-42i6.2	Gene Expression
ENSDARG00000100221	BX511018.2	Gene Expression
ENSDARG00000018688	elk3	Gene Expression
ENSDARG00000096105	BX942819.3	Gene Expression
ENSDARG00000098357	si:ch211-229l10.4	Gene Expression
ENSDARG00000011661	twf1b	Gene Expression
ENSDARG00000102273	si:ch211-229l10.9	Gene Expression
ENSDARG00000033179	tmem243b	Gene Expression
ENSDARG00000104124	znf1069	Gene Expression
ENSDARG00000103721	si:dkey-122c11.7	Gene Expression
ENSDARG00000103597	si:dkey-40j3.3	Gene Expression
ENSDARG00000101565	CU468917.1	Gene Expression
ENSDARG00000103636	zgc:174703	Gene Expression
ENSDARG00000045705	meig1	Gene Expression
ENSDARG00000104884	BX510934.2	Gene Expression
ENSDARG00000045704	dclre1c	Gene Expression
ENSDARG00000018149	slc38a4	Gene Expression
ENSDARG00000110426	BX901962.3	Gene Expression
ENSDARG00000097044	CU468915.1	Gene Expression
ENSDARG00000079470	cdk17	Gene Expression
ENSDARG00000110670	znf1092	Gene Expression
ENSDARG00000003615	slc26a3.2	Gene Expression
ENSDARG00000101977	si:ch211-209n20.59	Gene Expression
ENSDARG00000097990	CR293498.1	Gene Expression
ENSDARG00000110745	znf994	Gene Expression
ENSDARG00000113527	si:ch211-209n20.3	Gene Expression
ENSDARG00000015824	lemd3	Gene Expression
ENSDARG00000011582	sox5	Gene Expression
ENSDARG00000116211	si:dkey-5i16.5	Gene Expression
ENSDARG00000045768	cry1a	Gene Expression
ENSDARG00000006567	dus4l	Gene Expression
ENSDARG00000116855	CR383662.8	Gene Expression
ENSDARG00000095446	CR383662.3	Gene Expression
ENSDARG00000097175	CR383662.6	Gene Expression
ENSDARG00000111380	CR383662.7	Gene Expression
ENSDARG00000024306	zbed4	Gene Expression
ENSDARG00000013596	brd1a	Gene Expression
ENSDARG00000114577	si:dkey-159n16.2	Gene Expression
ENSDARG00000045517	itih5	Gene Expression
ENSDARG00000016231	bcap29	Gene Expression
ENSDARG00000069160	tafa5a	Gene Expression
ENSDARG00000059003	strip2	Gene Expression
ENSDARG00000099382	si:ch211-209n20.1	Gene Expression
ENSDARG00000101392	pimr168	Gene Expression
ENSDARG00000005541	wif1	Gene Expression
ENSDARG00000098127	BX324212.1	Gene Expression
ENSDARG00000105096	si:ch1073-67j19.1	Gene Expression
ENSDARG00000070220	pou3f2a	Gene Expression
ENSDARG00000092304	si:dkey-59l11.7	Gene Expression
ENSDARG00000104976	si:ch1073-67j19.2	Gene Expression
ENSDARG00000086740	phyh	Gene Expression
ENSDARG00000075956	faxca	Gene Expression
ENSDARG00000009607	ccnc	Gene Expression
ENSDARG00000091957	si:dkey-172o10.8	Gene Expression
ENSDARG00000062797	nell2b	Gene Expression
ENSDARG00000007371	slc26a3.1	Gene Expression
ENSDARG00000095920	AL929171.1	Gene Expression
ENSDARG00000045518	tmem110l	Gene Expression
ENSDARG00000016815	casc1	Gene Expression
ENSDARG00000093478	si:ch211-197e7.3	Gene Expression
ENSDARG00000032919	chchd3a	Gene Expression
ENSDARG00000034095	si:dkey-59l11.10	Gene Expression
ENSDARG00000097713	BX927318.1	Gene Expression
ENSDARG00000100137	il17ra2	Gene Expression
ENSDARG00000103208	il17ra1b	Gene Expression
ENSDARG00000027799	ucmaa	Gene Expression
ENSDARG00000097059	si:dkey-159n16.4	Gene Expression
ENSDARG00000045487	rps16	Gene Expression
ENSDARG00000045815	mcm10	Gene Expression
ENSDARG00000045749	ppfibp1a	Gene Expression
ENSDARG00000045510	tbc1d22a	Gene Expression
ENSDARG00000045886	slc38a2	Gene Expression
ENSDARG00000004336	exoc4	Gene Expression
ENSDARG00000093014	CR383662.1	Gene Expression
ENSDARG00000095994	CR383662.4	Gene Expression
ENSDARG00000114236	znf974	Gene Expression
ENSDARG00000088000	znf1057	Gene Expression
ENSDARG00000104053	BX324181.1	Gene Expression
ENSDARG00000104362	FP236354.1	Gene Expression
ENSDARG00000110433	znf997	Gene Expression
ENSDARG00000092926	si:dkey-66k12.3	Gene Expression
ENSDARG00000097427	BX569790.2	Gene Expression
ENSDARG00000092717	BX569790.1	Gene Expression
ENSDARG00000097775	BX465205.3	Gene Expression
ENSDARG00000097604	BX465205.2	Gene Expression
ENSDARG00000069169	cerk	Gene Expression
ENSDARG00000097139	BX465205.1	Gene Expression
ENSDARG00000016749	slco1c1	Gene Expression
ENSDARG00000029830	myf6	Gene Expression
ENSDARG00000100257	zgc:174314	Gene Expression
ENSDARG00000093747	si:dkey-122c11.1	Gene Expression
ENSDARG00000078613	vhll	Gene Expression
ENSDARG00000098244	CR388206.1	Gene Expression
ENSDARG00000111959	si:dkeyp-44b5.4	Gene Expression
ENSDARG00000103091	si:dkey-19h16.8	Gene Expression
ENSDARG00000087070	znf977	Gene Expression
ENSDARG00000007277	myf5	Gene Expression
ENSDARG00000015222	cbll1	Gene Expression
ENSDARG00000115506	si:dkey-122c11.8	Gene Expression
ENSDARG00000014361	tmbim4	Gene Expression
ENSDARG00000078728	znf1068	Gene Expression
ENSDARG00000087788	si:ch211-22k7.9	Gene Expression
ENSDARG00000096473	mcat	Gene Expression
ENSDARG00000016613	mcat	Gene Expression
ENSDARG00000039343	ahcyl2b	Gene Expression
ENSDARG00000090734	si:dkey-16p6.1	Gene Expression
ENSDARG00000045549	bik	Gene Expression
ENSDARG00000100723	znf1097	Gene Expression
ENSDARG00000013414	lin7a	Gene Expression
ENSDARG00000058366	si:dkey-222f8.3	Gene Expression
ENSDARG00000104697	si:dkey-57k17.1	Gene Expression
ENSDARG00000105266	si:dkey-16p6.1	Gene Expression
ENSDARG00000045519	sfmbt2	Gene Expression
ENSDARG00000032242	tnnt2c	Gene Expression
ENSDARG00000103381	si:ch211-196f19.1	Gene Expression
ENSDARG00000069171	gramd4a	Gene Expression
ENSDARG00000078073	nudt5	Gene Expression
ENSDARG00000092784	znf1109	Gene Expression
ENSDARG00000095998	CR388052.1	Gene Expression
ENSDARG00000115017	znf1033	Gene Expression
ENSDARG00000096144	CR388052.2	Gene Expression
ENSDARG00000018744	prl2	Gene Expression
ENSDARG00000096024	si:ch211-178j18.4	Gene Expression
ENSDARG00000032218	acss3	Gene Expression
ENSDARG00000101301	si:dkey-261o4.1	Gene Expression
ENSDARG00000020086	nuak1a	Gene Expression
ENSDARG00000102358	si:dkey-261o4.9	Gene Expression
ENSDARG00000094001	si:dkey-6a5.3	Gene Expression
ENSDARG00000097457	BX119963.2	Gene Expression
ENSDARG00000102927	si:dkey-156k2.4	Gene Expression
ENSDARG00000045574	lrmp	Gene Expression
ENSDARG00000101524	znf1080	Gene Expression
ENSDARG00000096496	BX571705.1	Gene Expression
ENSDARG00000045885	scaf11	Gene Expression
ENSDARG00000099036	CU138542.1	Gene Expression
ENSDARG00000103439	si:dkey-248e17.5	Gene Expression
ENSDARG00000103343	si:dkey-51d8.1	Gene Expression
ENSDARG00000102917	CR388095.1	Gene Expression
ENSDARG00000112070	znf1121	Gene Expression
ENSDARG00000110637	si:ch211-212k5.1	Gene Expression
ENSDARG00000098095	CT027696.1	Gene Expression
ENSDARG00000004227	pde3a	Gene Expression
ENSDARG00000104523	CU138542.2	Gene Expression
ENSDARG00000110611	BX950868.3	Gene Expression
ENSDARG00000104423	BX950868.2	Gene Expression
ENSDARG00000105144	znf1130	Gene Expression
ENSDARG00000101272	si:dkey-29j8.1	Gene Expression
ENSDARG00000045750	syt10	Gene Expression
ENSDARG00000102931	si:ch211-212k5.3	Gene Expression
ENSDARG00000069185	celsr1a	Gene Expression
ENSDARG00000069698	lrguk	Gene Expression
ENSDARG00000104335	si:ch211-212k5.4	Gene Expression
ENSDARG00000100699	BX950868.1	Gene Expression
ENSDARG00000103755	si:dkeyp-4c4.1	Gene Expression
ENSDARG00000096135	BX119963.1	Gene Expression
ENSDARG00000099466	si:dkey-190j3.2	Gene Expression
ENSDARG00000113391	si:dkey-265e15.2	Gene Expression
ENSDARG00000034173	prkcq	Gene Expression
ENSDARG00000088443	si:dkey-190j3.3	Gene Expression
